student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk_assessments
561,master of international tourism and hospitality management,First year,Satisfactory,0,Writing,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO5101,65.4,59.6,51.2,75.9,66.8,Access,Attendance,TO5103,76.0,61.6,81.4,63.4,69.6,No Access,Non Submission,TO5104,68.9,61.3,67.4,63.4,66.7,Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Medium
562,master of international tourism and hospitality management,New,Satisfactory,0,Studiocity,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO5101,56.8,7.5,81.4,62.6,54.9,No Access,Attendance,TO5103,66.1,70.9,69.2,75.2,65.0,Access,Non Submission,TO5104,65.0,71.5,53.4,71.1,69.4,No Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Medium
563,master of international tourism and hospitality management,Continuing,Satisfactory,0,Referencing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO5101,68.0,69.1,58.7,78.3,70.3,Access,Concern for Welfare,TO5103,85.9,75.4,60.4,78.9,80.7,No Access,Non Submission,TO5104,66.6,75.7,48.8,74.4,75.2,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Low
564,master of international tourism and hospitality management,New,Satisfactory,0,Writing,Lecturer,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,60.7,65.2,64.8,76.9,80.1,No Access,Concern for Welfare,TO5103,48.6,65.7,80.4,69.1,73.6,Access,Non Submission,TO5104,62.4,75.9,69.6,79.0,71.8,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Medium
565,master of international tourism and hospitality management,SRI to JCUB,Satisfactory,0,Referencing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,69.9,70.9,70.6,80.5,77.7,No Access,Attendance,TO5103,74.1,74.9,71.1,37.6,72.2,Access,Attendance,TO5104,72.7,63.3,73.6,74.1,83.2,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Late Enrollment,Non-IT,Low
566,master of international tourism and hospitality management,Return to Study,Satisfactory,0,Studiocity,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,75.3,78.8,64.0,83.8,72.0,Access,Attendance,TO5103,56.6,92.7,66.3,97.9,75.7,No Access,Concern for Welfare,TO5104,67.9,78.3,64.0,75.1,69.5,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Low
567,master of international tourism and hospitality management,Return to Study,Satisfactory,0,Essential Skills and Reading,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,60.2,53.8,69.4,61.6,71.2,No Access,Attendance,TO5103,64.1,83.3,76.4,98.3,61.1,Access,Concern for Welfare,TO5104,61.1,63.2,69.6,56.1,64.5,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
568,master of international tourism and hospitality management,SRI to JCUB,Satisfactory,0,Essential Skills,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,F2F,TO5101,78.9,73.6,67.1,63.8,72.7,Access,Concern for Welfare,TO5103,94.4,66.1,77.3,97.5,75.4,Access,Concern for Welfare,TO5104,86.0,59.9,84.7,69.5,71.1,Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
569,master of international tourism and hospitality management,New,Satisfactory,0,Studiocity,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,76.8,55.4,11.9,55.1,57.5,Access,Concern for Welfare,TO5103,96.7,60.3,66.8,60.3,81.7,Access,Non Submission,TO5104,63.3,66.2,22.5,95.6,62.8,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Medium
570,master of international tourism and hospitality management,SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Other,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO5101,74.2,80.0,80.4,76.4,64.5,Access,Non Submission,TO5103,79.9,78.7,72.2,80.4,71.0,Access,Concern for Welfare,TO5104,74.0,73.2,71.2,77.2,73.3,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
571,"bachelor of tourism, hospitality and events",Transferred,Satisfactory,0,Referencing,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,62.5,89.1,75.7,73.6,70.8,No Access,Attendance,TO2117,72.5,70.9,71.0,6.5,77.4,No Access,Attendance,TO3052,74.5,72.0,82.8,68.2,72.8,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Low
572,"bachelor of tourism, hospitality and events",SRI to JCUB,Satisfactory,0,Referencing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,68.1,78.8,67.1,93.8,75.3,Access,Concern for Welfare,TO2117,67.2,62.3,75.9,70.7,70.3,Access,Attendance,TO3052,73.6,9.0,78.8,72.1,72.5,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in Family,Non-IT,Low
573,"bachelor of tourism, hospitality and events",LOA,Conditional,1,Essential Skills,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,TO1008,89.5,49.8,50.3,69.2,67.4,Access,Attendance,TO2117,41.3,55.3,55.7,34.2,69.0,Access,Attendance,TO3052,60.5,68.8,75.0,50.0,64.0,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in Family,Non-IT,High
574,"bachelor of tourism, hospitality and events",SRI to JCUB,Satisfactory,0,Referencing,Other,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,64.8,6.4,74.4,88.3,79.8,Access,Attendance,TO2117,98.9,65.9,67.7,66.8,66.3,Access,Attendance,TO3052,63.5,11.9,77.5,92.8,70.3,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,Non-IT,Low
575,"bachelor of tourism, hospitality and events",Return to Study,Satisfactory,0,Writing,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,68.1,91.8,73.7,73.0,73.9,No Access,Attendance,TO2117,64.2,64.6,9.3,68.5,74.9,Access,Concern for Welfare,TO3052,69.1,38.6,75.6,79.7,74.8,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
576,"bachelor of tourism, hospitality and events",LOA,Satisfactory,0,Studiocity,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,72.2,81.3,61.8,73.7,76.6,Access,Concern for Welfare,TO2117,71.5,75.3,71.6,1.0,66.8,Access,Non Submission,TO3052,8.5,59.7,68.6,56.0,69.6,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
577,"bachelor of tourism, hospitality and events",Return to Study,Satisfactory,0,Essential Skills,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,No,Phone,TO1008,70.5,65.8,63.0,70.2,82.1,Access,Concern for Welfare,TO2117,71.5,75.5,75.2,65.6,54.0,No Access,Attendance,TO3052,71.9,69.4,76.0,7.2,66.0,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Low
578,"bachelor of tourism, hospitality and events",First year,Satisfactory,0,Essential Skills and Reading,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,F2F,TO1008,70.1,68.2,79.5,62.1,64.2,Access,Non Submission,TO2117,66.7,64.8,72.6,85.1,49.4,Access,Concern for Welfare,TO3052,61.8,25.3,60.2,68.3,74.1,No Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Medium
579,"bachelor of tourism, hospitality and events",Continuing,Satisfactory,0,Essential Skills,Lecturer,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO1008,74.1,78.6,76.1,83.0,78.0,Access,Non Submission,TO2117,77.0,85.7,64.7,74.1,69.3,Access,Attendance,TO3052,75.2,80.6,75.6,97.1,73.9,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental Health,Non-IT,Low
580,"bachelor of tourism, hospitality and events",Return to Study,Academic Caution,1,Referencing,Other,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO1008,63.1,52.9,47.2,60.9,77.1,No Access,Attendance,TO2117,59.5,58.0,66.7,71.6,70.8,Access,Concern for Welfare,TO3052,63.9,86.1,56.0,64.0,42.2,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Mental Health,Non-IT,High
581,"bachelor of tourism, hospitality and events",LOA,Satisfactory,0,Essential Skills,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,73.9,75.5,74.6,77.8,80.2,Access,Concern for Welfare,TO2117,68.2,68.5,71.8,68.7,77.4,Access,Concern for Welfare,TO3052,65.7,72.3,68.3,68.5,75.0,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Poor Time Management,Non-IT,Low
582,"bachelor of tourism, hospitality and events",First year,Satisfactory,0,Referencing,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,91.6,71.1,65.8,69.5,65.2,No Access,Attendance,TO2117,69.5,18.5,65.1,62.0,70.3,Access,Attendance,TO3052,69.0,67.0,76.4,75.5,75.0,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Medium
583,"bachelor of tourism, hospitality and events",Return to Study,Academic Caution,1,Studiocity,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,TO1008,79.8,48.0,53.3,66.3,77.1,No Access,Concern for Welfare,TO2117,42.7,80.5,65.8,56.2,54.6,Access,Concern for Welfare,TO3052,58.7,76.9,47.7,62.4,52.0,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental Health,Non-IT,High
584,"bachelor of tourism, hospitality and events",Transferred,Satisfactory,0,Referencing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,73.1,73.4,71.3,72.8,67.4,No Access,Attendance,TO2117,62.8,85.1,71.2,65.9,80.2,Access,Concern for Welfare,TO3052,71.7,76.9,67.3,79.8,66.7,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
585,"bachelor of tourism, hospitality and events",SRI to JCUB,Satisfactory,0,Writing,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,TO1008,74.8,80.6,64.5,65.9,84.2,Access,Non Submission,TO2117,62.8,75.0,61.6,68.4,87.9,Access,Non Submission,TO3052,76.6,74.1,82.8,71.6,62.8,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental Health,Non-IT,Low
586,"bachelor of tourism, hospitality and events",Continuing,Satisfactory,0,Writing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO1008,77.3,71.4,76.5,76.0,70.1,No Access,Attendance,TO2117,70.7,67.9,87.5,77.0,60.0,Access,Concern for Welfare,TO3052,77.1,77.5,66.0,70.3,78.8,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
587,"bachelor of tourism, hospitality and events",Return to Study,Academic Caution,2,4R Essential Skills,Other,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,47.6,59.9,59.1,69.4,71.9,Access,Attendance,TO2117,55.2,62.4,66.5,51.0,38.2,Access,Attendance,TO3052,67.7,79.2,48.0,64.7,52.8,No Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental Health,Non-IT,High
588,"bachelor of tourism, hospitality and events",First year,Satisfactory,0,Referencing,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,92.5,64.1,59.7,77.4,69.9,Access,Concern for Welfare,TO2117,62.1,69.9,64.2,15.2,64.5,Access,Concern for Welfare,TO3052,55.2,68.3,72.9,29.9,74.2,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment,Non-IT,Medium
589,"bachelor of tourism, hospitality and events",Transferred,Satisfactory,2,Studiocity,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Phone,TO1008,62.6,64.6,68.3,12.1,53.1,Access,Non Submission,TO2117,62.7,80.0,74.1,74.1,69.7,Access,Non Submission,TO3052,95.9,27.7,73.5,53.7,61.9,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,No Issue Reported,Non-IT,Medium
590,"bachelor of tourism, hospitality and events",New,Satisfactory,0,Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,31.9,71.8,79.2,79.5,62.0,Access,Non Submission,TO2117,58.0,65.9,58.1,67.1,72.9,Access,Attendance,TO3052,59.3,66.4,93.6,66.5,51.5,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,High
591,"bachelor of tourism, hospitality and events",First year,Satisfactory,0,Writing,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,67.3,30.0,71.0,71.2,76.5,No Access,Attendance,TO2117,75.3,56.1,98.3,70.2,63.9,Access,Attendance,TO3052,59.7,68.7,64.3,70.4,72.4,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Medium
592,"bachelor of tourism, hospitality and events",SRI to JCUB,Satisfactory,0,Essential Skills and Reading,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,77.2,77.0,71.8,69.5,66.7,Access,Attendance,TO2117,99.4,72.8,80.7,78.3,77.3,Access,Concern for Welfare,TO3052,83.8,63.2,71.0,66.5,71.4,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor Time Management,Non-IT,Low
593,"bachelor of tourism, hospitality and events",First year,Conditional,2,4R Essential Skills,Lecturer,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO1008,54.1,48.2,52.0,51.4,51.7,No Access,Attendance,TO2117,29.0,58.9,44.5,61.7,34.2,Access,Non Submission,TO3052,75.4,52.2,54.8,20.7,59.5,No Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Death in Family,Non-IT,High
594,"bachelor of tourism, hospitality and events",Transferred,Satisfactory,0,Referencing,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,74.6,72.8,65.5,69.4,68.9,Access,Concern for Welfare,TO2117,78.5,70.0,63.4,68.2,73.4,Access,Attendance,TO3052,77.1,75.4,74.3,70.2,67.3,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Low
595,"bachelor of tourism, hospitality and events",First year,Satisfactory,0,Essential Skills,Other,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO1008,79.2,59.7,78.4,82.5,75.4,Access,Concern for Welfare,TO2117,70.8,71.5,92.7,61.4,67.8,No Access,Non Submission,TO3052,69.2,60.2,67.6,55.5,62.3,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,Medium
596,"bachelor of tourism, hospitality and events",Transferred,Satisfactory,0,Writing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,TO1008,66.6,92.0,67.2,31.5,75.2,No Access,Concern for Welfare,TO2117,67.1,97.2,69.1,61.3,59.8,Access,Concern for Welfare,TO3052,68.5,69.7,68.4,67.3,62.4,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Death in Family,Non-IT,Low
597,"bachelor of tourism, hospitality and events",Return to Study,Satisfactory,0,Essential Skills and Reading,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,TO1008,71.6,60.5,83.6,77.4,82.5,Access,Attendance,TO2117,69.1,72.5,65.3,65.6,65.9,Access,Attendance,TO3052,75.7,65.8,62.0,59.4,61.9,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
598,"bachelor of tourism, hospitality and events",Transferred,Satisfactory,0,Studiocity,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,TO1008,75.6,59.9,82.0,65.4,83.9,Access,Concern for Welfare,TO2117,71.6,59.7,75.4,65.0,70.6,Access,Attendance,TO3052,0.8,71.6,69.6,68.1,81.1,Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Low
599,"bachelor of tourism, hospitality and events",Transferred,Satisfactory,0,Referencing,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO1008,68.6,72.0,65.4,75.0,86.8,Access,Non Submission,TO2117,97.1,68.5,63.3,71.4,61.1,No Access,Attendance,TO3052,66.9,64.4,59.1,72.8,71.0,No Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
600,"bachelor of tourism, hospitality and events",Continuing,Satisfactory,0,Referencing,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,TO1008,69.4,68.6,74.4,72.5,67.8,Access,Non Submission,TO2117,0.4,78.0,68.8,74.4,66.2,No Access,Non Submission,TO3052,68.0,74.0,77.7,58.7,80.8,No Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Sickness,Non-IT,Low
601,master of professional accounting - master of business administration,Transferred,Satisfactory,0,4R Essential Skills,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,63.2,72.2,22.8,99.6,76.8,Access,Concern for Welfare,CO5103,57.9,99.4,90.3,75.6,70.0,Access,Concern for Welfare,LB5113,76.5,69.0,62.2,3.8,64.2,Access,Attendance,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,No Issue Reported,Non-IT,Low
602,master of professional accounting - master of business administration,Transferred,Satisfactory,0,Writing,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,64.2,64.8,83.0,65.0,58.2,No Access,Non Submission,CO5103,77.9,98.3,67.5,22.4,77.4,Access,Attendance,LB5113,66.8,74.8,74.2,69.2,66.7,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
603,master of professional accounting - master of business administration,New,Satisfactory,0,Referencing,Student Advocate,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,67.5,63.1,69.8,67.7,60.2,Access,Concern for Welfare,CO5103,71.4,71.8,56.3,72.7,73.3,Access,Non Submission,LB5113,76.3,62.9,62.4,64.3,76.3,No Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Medium
604,master of professional accounting - master of business administration,Return to Study,Satisfactory,0,Referencing,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Email,CO5117,81.4,98.3,70.9,68.1,66.6,No Access,Concern for Welfare,CO5103,71.9,79.6,59.5,65.5,82.8,Access,Concern for Welfare,LB5113,60.8,74.5,83.6,61.9,65.8,No Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment,Non-IT,Low
605,master of professional accounting - master of business administration,SRI to JCUB,Satisfactory,0,Writing,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Phone,CO5117,97.0,73.4,80.0,66.5,67.2,Access,Concern for Welfare,CO5103,72.5,74.3,64.8,98.3,56.5,No Access,Concern for Welfare,LB5113,79.1,31.5,39.6,69.1,78.8,Access,Non Submission,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,No Issue Reported,Non-IT,Low
606,master of professional accounting - master of business administration,Continuing,Satisfactory,0,Writing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,CO5117,79.9,71.6,67.2,77.7,63.3,Access,Non Submission,CO5103,70.9,75.9,67.1,96.7,84.4,Access,Non Submission,LB5113,90.3,71.6,68.9,77.0,69.2,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Poor Time Management,Non-IT,Low
607,master of professional accounting - master of business administration,New,Satisfactory,0,Referencing,Enrollment,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,67.3,59.3,69.8,97.7,73.3,Access,Non Submission,CO5103,71.4,92.0,69.6,67.9,63.7,Access,Non Submission,LB5113,59.5,65.0,69.0,60.9,66.4,No Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Late Enrollment,Non-IT,Medium
608,master of professional accounting - master of business administration,LOA,Satisfactory,0,Essential Skills and Reading,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,57.7,70.2,75.6,73.6,79.8,No Access,Attendance,CO5103,76.4,64.5,65.5,77.1,80.8,Access,Non Submission,LB5113,78.8,78.8,87.1,66.5,79.9,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Low
609,master of professional accounting - master of business administration,Return to Study,Satisfactory,0,Writing,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,CO5117,21.0,10.7,99.1,63.3,65.5,Access,Non Submission,CO5103,93.9,63.9,70.6,68.9,70.5,Access,Concern for Welfare,LB5113,56.8,79.8,66.9,55.3,65.3,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,Mental Health,Non-IT,Medium
610,master of professional accounting - master of business administration,Return to Study,Satisfactory,0,Essential Skills and Reading,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,68.0,75.3,64.8,72.5,75.7,Access,Non Submission,CO5103,63.7,67.2,47.4,64.4,79.6,Access,Concern for Welfare,LB5113,60.6,77.9,72.9,64.8,71.0,No Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Low
611,master of professional accounting - master of business administration,LOA,Satisfactory,0,Essential Skills,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,64.2,70.0,60.3,78.5,53.5,Access,Non Submission,CO5103,66.2,33.4,64.1,61.5,83.3,No Access,Non Submission,LB5113,72.6,80.2,54.7,71.3,76.5,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,No Issue Reported,Non-IT,Low
612,master of professional accounting - master of business administration,SRI to JCUB,Satisfactory,0,Referencing,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,85.6,82.1,79.2,65.5,79.2,No Access,Concern for Welfare,CO5103,77.3,73.6,78.4,65.3,63.3,Access,Concern for Welfare,LB5113,62.3,64.6,70.4,62.4,73.2,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,No Issue Reported,Non-IT,Low
613,master of professional accounting - master of business administration,Transferred,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,92.3,81.7,77.7,81.2,71.3,Access,Attendance,CO5103,70.4,72.7,68.1,85.6,64.3,No Access,Concern for Welfare,LB5113,70.5,78.9,74.5,61.5,72.1,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
614,master of professional accounting - master of business administration,New,Satisfactory,0,Referencing,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,59.8,70.1,12.9,62.5,62.3,Access,Non Submission,CO5103,76.8,71.8,73.9,94.3,61.5,Access,Concern for Welfare,LB5113,68.2,77.3,69.6,65.0,68.8,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT,Medium
615,master of professional accounting - master of business administration,First year,Satisfactory,0,Essential Skills and Reading,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,CO5117,64.1,56.0,78.2,60.5,62.6,No Access,Non Submission,CO5103,75.0,78.6,74.8,69.3,68.5,No Access,Concern for Welfare,LB5113,74.5,64.9,66.9,67.4,70.8,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Medium
