student_id,country,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk,country_weighted,course_weighted,student_cohort_weighted,academic_status_weighted,study_skills(attended)_weighted,referral_weighted,pp_meeting_weighted,self_assessment_weighted,readiness_assessment_results_weighted,follow_up_weighted,follow_up_type_weighted,subject_1_weighted,learn_jcu_issues_1_weighted,lecturer_referral_1_weighted,subject_2_weighted,learn_jcu_issues_2_weighted,lecturer_referral_2_weighted,subject_3_weighted,learn_jcu_issues_3_weighted,lecturer_referral_3_weighted,comments_weighted,identified_issues_weighted,course_group_weighted,readiness_assessment_results_sentiment_score,readiness_assessment_results_sentiment_category,readiness_assessment_results_text_length,readiness_assessment_results_word_count,comments_sentiment_score,comments_sentiment_category,comments_text_length,comments_word_count
357,bhutan,mengmgmt,new,satisfactory,0,essential skills,other,attended,yes,l/g:9/10 n:5/10 r:8/10,no,email,eg5200,79.1,73.5,69.4,73.2,59.8,no access,attendance,eg5220,72.3,77.8,94.8,74.6,70.1,no access,concern for welfare,eg5310,62.6,66.4,64.4,67.8,55.5,access,non submission,,no issue reported,non-it,medium,15,7,2,1,5,4,3,1.0,1,2,2,6,2,3,6,2,2,6,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
358,bhutan,mengmgmt,new,satisfactory,0,studiocity,lecturer,attended,no,l/g:9/10 n:5/10 r:8/10,yes,phone,eg5200,90.7,51.8,89.3,68.0,70.0,access,non submission,eg5220,71.2,70.5,68.8,76.6,67.8,access,non submission,eg5310,73.6,21.9,80.6,65.2,60.5,access,concern for welfare,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,15,7,2,1,1,2,3,2.0,1,1,4,6,1,1,6,1,1,6,1,3,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
360,bhutan,mengmgmt,new,satisfactory,0,essential skills and reading,enrollment,attended,no,l/g:9/10 n:5/10 r:8/10,yes,email,eg5200,70.7,72.5,74.1,60.9,65.3,access,non submission,eg5220,27.4,70.9,66.7,65.4,67.7,access,attendance,eg5310,63.3,37.3,67.1,58.9,62.6,access,attendance,,no issue reported,non-it,medium,15,7,2,1,4,3,3,2.0,1,1,2,6,1,1,6,1,3,6,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
368,india,mengmgmt,new,satisfactory,0,studiocity,other,attended,no,l/g:9/10 n:5/10 r:8/10,no,email,eg5200,66.5,86.0,70.5,5.1,78.5,no access,attendance,eg5220,64.2,72.7,66.6,63.9,72.1,access,concern for welfare,eg5310,52.7,39.3,75.5,69.4,67.9,access,attendance,,no issue reported,non-it,medium,13,7,2,1,1,4,3,2.0,1,2,2,6,2,3,6,1,2,6,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
369,india,mengmgmt,first year,academic caution,2,writing,student advocate,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,no reply,eg5200,42.2,34.1,48.8,36.6,51.4,access,non submission,eg5220,35.3,50.9,37.0,58.4,39.9,access,concern for welfare,eg5310,41.8,55.3,19.3,44.5,43.1,access,attendance,week 6. student reported working long hours. referred to careers support for managing work–study balance.,late enrollment,non-it,high,13,7,4,3,3,1,1,1.5,1,2,3,6,1,1,6,1,2,6,1,1,10.0,3,1,0,neutral,22,3,0.0,neutral,105,15
370,india,mengmgmt,first year,satisfactory,0,studiocity,student advocate,booked,,l/g:9/10 n:5/10 r:8/10,yes,no reply,eg5200,58.8,67.6,68.2,61.8,75.2,access,non submission,eg5220,12.5,72.3,65.4,90.5,80.1,access,concern for welfare,eg5310,64.2,74.3,70.6,75.3,76.1,access,non submission,,late enrollment,non-it,medium,13,7,4,1,1,1,2,1.5,1,1,3,6,1,1,6,1,2,6,1,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
373,india,mengmgmt,first year,satisfactory,0,essential skills and reading,student advocate,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,eg5200,83.0,77.1,76.6,2.4,65.8,no access,attendance,eg5220,64.7,92.9,72.5,70.9,64.0,no access,non submission,eg5310,69.1,99.1,95.8,77.5,81.3,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,13,7,4,1,4,1,2,1.5,1,2,1,6,2,3,6,2,1,6,1,2,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
375,india,mengmgmt,first year,satisfactory,0,writing,enrollment,attended,,l/g:9/10 n:5/10 r:8/10,yes,email,eg5200,78.0,15.5,61.5,72.8,67.0,access,non submission,eg5220,74.3,63.4,63.1,65.5,69.0,access,attendance,eg5310,61.5,68.2,79.4,70.6,69.8,access,concern for welfare,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,non-it,medium,13,7,4,1,3,3,3,1.5,1,1,2,6,1,1,6,1,3,6,1,3,1.0,3,1,0,neutral,22,3,0.0,neutral,117,16
377,india,mengmgmt,first year,satisfactory,0,essential skills and reading,lecturer,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,eg5200,61.2,59.6,53.7,74.0,71.1,access,concern for welfare,eg5220,67.8,64.2,75.9,77.4,68.9,access,attendance,eg5310,80.7,63.2,92.9,68.0,70.3,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,non-it,medium,13,7,4,1,4,2,2,1.5,1,2,1,6,1,2,6,1,3,6,1,2,1.0,3,1,0,neutral,22,3,0.0,neutral,117,16
382,kenya,mengmgmt,return to study,conditional,2,studiocity,enrollment,booked,,l/g:9/10 n:5/10 r:8/10,yes,no reply,eg5200,63.5,64.0,42.1,59.0,50.0,access,attendance,eg5220,48.0,61.4,47.9,50.7,78.2,access,concern for welfare,eg5310,22.1,56.8,42.1,56.6,72.2,access,attendance,week 3. first contact made. student reported internet access issues at home. it support referral provided.,death in family,non-it,high,20,7,7,2,1,3,2,1.5,1,1,3,6,1,3,6,1,2,6,1,1,3.0,6,1,0,neutral,22,3,-0.2,negative,106,16
383,kenya,mengmgmt,return to study,academic caution,1,writing,enrollment,not relevant,,l/g:9/10 n:5/10 r:8/10,no,phone,eg5200,45.7,66.1,38.2,53.9,63.7,access,non submission,eg5220,28.4,58.5,64.5,48.1,50.0,access,concern for welfare,eg5310,50.2,38.3,41.5,67.0,48.2,no access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,non-it,high,20,7,7,3,3,3,4,1.5,1,2,4,6,1,1,6,1,2,6,2,2,1.0,3,1,0,neutral,22,3,0.0,neutral,117,16
387,kenya,mengmgmt,new,satisfactory,0,4r essential skills,other,not relevant,no,l/g:9/10 n:5/10 r:8/10,yes,f2f,eg5200,67.5,72.9,51.1,71.7,61.3,access,concern for welfare,eg5220,54.4,74.7,69.6,66.4,58.7,access,concern for welfare,eg5310,72.2,9.7,95.6,73.6,61.4,access,attendance,,no issue reported,non-it,medium,20,7,2,1,6,4,4,2.0,1,1,1,6,1,2,6,1,2,6,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
390,nepal,mengmgmt,new,satisfactory,0,studiocity,lecturer,booked,yes,l/g:9/10 n:5/10 r:8/10,no,phone,eg5200,70.7,59.2,62.0,74.0,72.5,no access,concern for welfare,eg5220,66.6,76.6,61.0,79.8,69.3,access,concern for welfare,eg5310,61.1,63.7,66.1,65.1,72.4,no access,concern for welfare,,no issue reported,non-it,medium,19,7,2,1,1,2,2,1.0,1,2,4,6,2,2,6,1,2,6,2,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
393,nepal,mengmgmt,loa,academic caution,2,4r essential skills,student counsellor,not relevant,,l/g:9/10 n:5/10 r:8/10,no,f2f,eg5200,65.4,52.6,54.7,55.2,59.2,access,non submission,eg5220,44.6,59.4,72.3,67.4,49.7,no access,attendance,eg5310,56.1,46.0,63.7,52.3,75.4,access,attendance,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,sickness,non-it,high,19,7,6,3,6,5,4,1.5,1,2,1,6,1,1,6,2,3,6,1,1,2.0,5,1,0,neutral,22,3,0.0,neutral,131,21
394,nepal,mengmgmt,new,satisfactory,0,writing,student advocate,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,no,no reply,eg5200,66.7,67.4,66.9,67.9,75.7,access,non submission,eg5220,61.5,78.0,66.7,74.2,56.0,no access,non submission,eg5310,92.5,78.5,59.0,53.0,71.4,no access,attendance,,no issue reported,non-it,medium,19,7,2,1,3,1,1,1.0,1,2,3,6,1,1,6,2,1,6,2,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
396,nepal,mengmgmt,continuing,satisfactory,0,writing,enrollment,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,eg5200,72.7,78.8,75.0,63.7,45.1,access,non submission,eg5220,82.1,90.9,63.4,75.4,74.1,access,non submission,eg5310,71.9,60.9,71.3,62.2,60.4,access,non submission,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,19,7,5,1,3,3,2,1.5,1,2,1,6,1,1,6,1,1,6,1,2,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
397,nepal,mengmgmt,first year,satisfactory,0,essential skills and reading,student counsellor,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,eg5200,83.5,23.7,20.1,67.7,60.1,no access,non submission,eg5220,67.2,73.9,69.3,62.3,64.8,no access,concern for welfare,eg5310,63.7,67.6,73.6,92.0,76.8,access,attendance,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,non-it,medium,19,7,4,1,4,5,2,1.5,1,2,1,6,2,1,6,2,2,6,1,1,1.0,3,1,0,neutral,22,3,0.0,neutral,117,16
398,nepal,mengmgmt,new,satisfactory,0,studiocity,student advocate,attended,yes,l/g:9/10 n:5/10 r:8/10,yes,no reply,eg5200,98.2,68.0,63.4,62.3,81.0,no access,concern for welfare,eg5220,79.5,63.9,67.8,68.4,66.9,access,non submission,eg5310,75.6,78.6,71.5,67.6,69.7,access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,19,7,2,1,1,1,3,1.0,1,1,3,6,2,2,6,1,1,6,1,3,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
402,nigeria,mengmgmt,first year,academic caution,2,4r essential skills,other,not relevant,,l/g:9/10 n:5/10 r:8/10,no,email,eg5200,63.5,64.8,61.3,53.6,38.2,access,attendance,eg5220,49.2,28.4,56.3,45.4,67.5,access,concern for welfare,eg5310,55.0,54.1,65.0,73.2,48.1,access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,death in family,non-it,high,24,7,4,3,6,4,4,1.5,1,2,2,6,1,3,6,1,2,6,1,3,2.0,6,1,0,neutral,22,3,0.0,neutral,131,21
403,pakistan,mengmgmt,continuing,satisfactory,0,essential skills and reading,other,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,phone,eg5200,48.8,81.9,71.4,73.1,84.2,no access,non submission,eg5220,78.1,77.4,27.8,82.5,68.1,no access,non submission,eg5310,73.4,63.2,76.8,79.4,55.0,access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,3,7,5,1,4,4,1,1.5,1,2,4,6,2,1,6,2,1,6,1,3,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
406,philippines,mengmgmt,return to study,academic caution,1,studiocity,other,booked,,l/g:9/10 n:5/10 r:8/10,no,no reply,eg5200,42.8,56.5,65.2,79.3,52.7,no access,concern for welfare,eg5220,66.8,55.9,48.7,48.3,45.4,no access,concern for welfare,eg5310,71.0,78.6,68.7,68.5,45.9,no access,attendance,week 3. student enrolled late. missing foundational content from weeks 1–2. provided links to recorded lectures and encouraged to attend tutorials for extra support.,sickness,non-it,high,17,7,7,3,1,4,2,1.5,1,2,3,6,2,2,6,2,2,6,2,1,4.0,5,1,0,neutral,22,3,0.0,neutral,165,24
407,turkey,mengmgmt,new,satisfactory,0,essential skills,other,booked,yes,l/g:9/10 n:5/10 r:8/10,no,f2f,eg5200,70.4,76.1,77.8,38.0,76.2,no access,attendance,eg5220,61.4,75.6,65.4,63.4,70.8,access,non submission,eg5310,74.1,75.3,62.3,76.6,71.2,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,2,7,2,1,5,4,2,1.0,1,2,1,6,2,3,6,1,1,6,1,2,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
409,uganda,mengmgmt,loa,academic caution,1,studiocity,student advocate,not relevant,,l/g:9/10 n:5/10 r:8/10,no,no reply,eg5200,49.6,55.0,66.5,61.9,54.4,access,non submission,eg5220,56.3,61.2,41.1,47.4,62.1,access,non submission,eg5310,71.3,74.3,55.2,39.1,84.4,no access,non submission,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,mental health,non-it,high,27,7,6,3,1,1,4,1.5,1,2,3,6,1,1,6,1,1,6,2,2,8.0,4,1,0,neutral,22,3,0.0,neutral,139,22
413,bangladesh,binftech,new,satisfactory,0,referencing,student counsellor,rescheduled,no,l/g:9/10 n:5/10 r:8/10,yes,f2f,cp1401,68.3,70.1,65.4,69.3,67.0,access,attendance,cp1402,71.4,66.5,62.6,75.5,71.5,access,non submission,cp1404,64.9,59.0,59.0,66.8,62.1,access,attendance,,no issue reported,it,medium,16,11,2,1,2,5,1,2.0,1,1,1,8,1,3,10,1,1,10,1,1,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
415,bangladesh,binftech,new,satisfactory,0,4r essential skills,other,not relevant,yes,l/g:9/10 n:5/10 r:8/10,no,f2f,cp1401,56.5,74.7,72.7,70.7,65.9,access,concern for welfare,cp1402,76.6,79.2,75.3,74.6,56.7,access,non submission,cp1404,66.6,67.8,64.4,68.0,64.2,access,non submission,,no issue reported,it,medium,16,11,2,1,6,4,4,1.0,1,2,1,8,1,2,10,1,1,10,1,2,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
417,bangladesh,binftech,loa,conditional,2,4r essential skills,other,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,f2f,cp1401,64.4,39.9,66.9,57.3,42.7,access,attendance,cp1402,42.6,41.2,49.5,54.7,67.7,access,attendance,cp1404,37.0,58.5,32.4,44.6,65.0,no access,attendance,week 7. missed second assessment. student contacted and reported feeling overwhelmed. referred to academic support and encouraged to speak with counsellor.,poor time management,it,high,16,11,6,2,6,4,4,1.5,1,1,1,8,1,3,10,1,3,10,2,1,5.0,7,2,0,neutral,22,3,0.0,neutral,155,21
422,bhutan,binftech,new,satisfactory,0,referencing,enrollment,booked,yes,l/g:9/10 n:5/10 r:8/10,yes,phone,cp1401,62.7,57.8,66.3,58.9,68.5,access,attendance,cp1402,63.8,62.8,71.5,77.9,66.5,access,attendance,cp1404,66.9,68.3,67.2,64.6,60.4,access,attendance,,no issue reported,it,medium,15,11,2,1,2,3,2,1.0,1,1,4,8,1,3,10,1,3,10,1,1,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
423,bhutan,binftech,first year,academic caution,2,4r essential skills,other,attended,,l/g:9/10 n:5/10 r:8/10,yes,phone,cp1401,41.0,84.6,41.6,61.5,57.1,access,attendance,cp1402,39.0,53.3,54.1,51.9,43.5,access,attendance,cp1404,61.1,71.8,59.4,61.7,71.2,no access,attendance,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,late enrollment,it,high,15,11,4,3,6,4,3,1.5,1,1,4,8,1,3,10,1,3,10,2,1,2.0,3,2,0,neutral,22,3,0.0,neutral,131,21
424,china,binftech,new,satisfactory,0,essential skills and reading,student advocate,booked,no,l/g:9/10 n:5/10 r:8/10,no,email,cp1401,81.9,92.8,75.7,65.4,67.9,access,attendance,cp1402,74.9,61.0,77.1,62.8,77.1,access,concern for welfare,cp1404,68.8,73.1,81.9,95.2,68.5,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,it,medium,21,11,2,1,4,1,2,2.0,1,2,2,8,1,3,10,1,2,10,1,2,1.0,3,2,0,neutral,22,3,0.0,neutral,117,16
425,china,binftech,continuing,conditional,1,referencing,student advocate,not relevant,,l/g:9/10 n:5/10 r:8/10,no,email,cp1401,52.5,55.5,67.4,49.0,53.9,access,concern for welfare,cp1402,50.4,45.3,40.0,62.7,67.9,no access,attendance,cp1404,54.5,71.0,60.3,74.6,42.9,access,attendance,week 3. first contact made. student reported internet access issues at home. it support referral provided.,sickness,it,high,21,11,5,2,2,1,4,1.5,1,2,2,8,1,2,10,2,3,10,1,1,3.0,5,2,0,neutral,22,3,-0.2,negative,106,16
427,china,binftech,loa,academic caution,2,essential skills,enrollment,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,cp1401,54.9,54.4,55.6,58.7,80.4,access,attendance,cp1402,51.1,46.5,67.5,45.8,24.9,no access,concern for welfare,cp1404,71.5,49.5,46.7,34.7,61.5,access,concern for welfare,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,death in family,it,high,21,11,6,3,5,3,2,1.5,1,2,1,8,1,3,10,2,2,10,1,3,8.0,6,2,0,neutral,22,3,0.0,neutral,139,22
428,hong kong,binftech,first year,satisfactory,0,studiocity,student advocate,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,phone,cp1401,68.6,74.6,67.9,70.1,80.6,access,concern for welfare,cp1402,77.9,71.6,68.1,69.8,74.8,no access,concern for welfare,cp1404,65.0,25.7,95.7,61.9,67.6,access,concern for welfare,,no issue reported,it,medium,6,11,4,1,1,1,4,1.5,1,1,4,8,1,2,10,2,2,10,1,3,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
430,india,binftech,first year,satisfactory,0,essential skills and reading,enrollment,not relevant,,l/g:9/10 n:5/10 r:8/10,no,email,cp1401,61.9,82.5,65.2,70.5,78.5,access,non submission,cp1402,58.8,77.3,72.2,71.7,82.6,access,non submission,cp1404,74.5,92.4,73.2,87.8,68.0,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,it,medium,13,11,4,1,4,3,4,1.5,1,2,2,8,1,1,10,1,1,10,1,2,1.0,2,2,0,neutral,22,3,0.0,neutral,117,16
431,india,binftech,sri to jcub,satisfactory,1,referencing,enrollment,not relevant,,l/g:9/10 n:5/10 r:8/10,no,no reply,cp1401,67.5,73.0,78.3,68.7,67.8,no access,concern for welfare,cp1402,73.5,66.7,68.6,68.9,75.7,access,concern for welfare,cp1404,74.6,29.6,66.9,71.4,68.5,access,attendance,,death in family,it,medium,13,11,1,1,2,3,4,1.5,1,2,3,8,2,2,10,1,2,10,1,1,5.5,6,2,0,neutral,22,3,0.0,neutral,0,0
432,india,binftech,new,satisfactory,0,essential skills,enrollment,not relevant,no,l/g:9/10 n:5/10 r:8/10,yes,email,cp1401,67.5,75.4,59.7,21.9,71.1,access,concern for welfare,cp1402,73.8,65.6,71.7,68.8,70.8,no access,concern for welfare,cp1404,62.7,68.7,68.5,90.2,77.1,access,attendance,,no issue reported,it,medium,13,11,2,1,5,3,4,2.0,1,1,2,8,1,2,10,2,2,10,1,1,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
435,india,binftech,new,satisfactory,0,essential skills,other,booked,no,l/g:9/10 n:5/10 r:8/10,yes,phone,cp1401,76.8,62.9,65.5,63.6,55.9,access,non submission,cp1402,70.1,27.6,66.3,66.2,72.3,access,non submission,cp1404,90.6,31.3,61.8,57.2,75.8,access,attendance,,late enrollment,it,medium,13,11,2,1,5,4,2,2.0,1,1,4,8,1,1,10,1,1,10,1,1,5.5,3,2,0,neutral,22,3,0.0,neutral,0,0
442,mongolia,binftech,return to study,academic caution,2,essential skills,enrollment,attended,,l/g:9/10 n:5/10 r:8/10,no,phone,cp1401,46.5,68.2,44.6,78.8,52.9,access,non submission,cp1402,46.9,75.2,71.2,61.7,56.1,no access,non submission,cp1404,45.5,60.3,71.3,59.5,57.3,access,non submission,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,late enrollment,it,high,22,11,7,3,5,3,3,1.5,1,2,4,8,1,1,10,2,1,10,1,2,8.0,3,2,0,neutral,22,3,0.0,neutral,139,22
443,myanmar,binftech,return to study,conditional,4,essential skills and reading,enrollment,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,cp1401,54.2,25.8,58.1,47.3,52.8,access,non submission,cp1402,59.4,48.9,43.1,57.4,31.7,no access,concern for welfare,cp1404,39.1,38.5,54.9,56.6,52.4,access,non submission,week 5. student absent from multiple classes. email sent to check in; student replied citing family issues. offered flexibility and reminded of support services.,poor time management,it,high,30,11,7,2,4,3,2,1.5,1,2,1,8,1,1,10,2,2,10,1,2,6.0,7,2,0,neutral,22,3,-0.2,negative,161,24
446,nepal,binftech,first year,satisfactory,0,referencing,student advocate,booked,,l/g:9/10 n:5/10 r:8/10,yes,f2f,cp1401,98.3,62.9,64.9,69.2,76.3,access,attendance,cp1402,67.6,62.1,74.4,65.6,53.5,no access,non submission,cp1404,69.0,94.6,90.9,80.1,71.5,access,non submission,,no issue reported,it,medium,19,11,4,1,2,1,2,1.5,1,1,1,8,1,3,10,2,1,10,1,2,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
447,nepal,binftech,new,satisfactory,0,studiocity,student counsellor,not relevant,no,l/g:9/10 n:5/10 r:8/10,yes,no reply,cp1401,65.3,58.4,70.7,59.2,62.3,access,attendance,cp1402,63.2,66.0,59.9,78.1,69.7,access,concern for welfare,cp1404,78.1,64.0,61.9,72.3,70.8,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,it,medium,19,11,2,1,1,5,4,2.0,1,1,3,8,1,3,10,1,2,10,1,2,1.0,3,2,0,neutral,22,3,0.0,neutral,117,16
452,papua new guinea,binftech,new,satisfactory,0,writing,lecturer,attended,no,l/g:9/10 n:5/10 r:8/10,yes,no reply,cp1401,69.4,78.8,73.4,71.0,68.3,access,attendance,cp1402,64.7,58.0,59.6,75.0,74.5,access,non submission,cp1404,63.4,78.4,63.1,56.9,61.6,access,non submission,,no issue reported,it,medium,14,11,2,1,3,2,3,2.0,1,1,3,8,1,3,10,1,1,10,1,2,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
453,papua new guinea,binftech,new,satisfactory,0,4r essential skills,enrollment,attended,no,l/g:9/10 n:5/10 r:8/10,no,f2f,cp1401,71.4,65.3,71.9,57.7,61.8,access,concern for welfare,cp1402,60.6,69.9,49.7,72.6,71.7,access,concern for welfare,cp1404,16.2,66.1,71.8,98.3,77.3,access,attendance,,no issue reported,it,medium,14,11,2,1,6,3,3,2.0,1,2,1,8,1,2,10,1,2,10,1,1,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
457,rwanda,binftech,first year,academic caution,1,writing,student advocate,booked,,l/g:9/10 n:5/10 r:8/10,no,email,cp1401,38.7,83.9,34.5,43.8,31.0,no access,non submission,cp1402,30.5,48.4,46.6,62.8,40.1,access,attendance,cp1404,77.6,63.3,45.0,69.7,41.1,access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,it,high,29,11,4,3,3,1,2,1.5,1,2,2,8,2,1,10,1,3,10,1,3,2.0,2,2,0,neutral,22,3,0.0,neutral,131,21
458,uganda,binftech,continuing,conditional,2,4r essential skills,lecturer,attended,,l/g:9/10 n:5/10 r:8/10,yes,email,cp1401,62.4,77.4,50.1,71.5,63.9,no access,attendance,cp1402,59.0,43.6,49.5,84.2,36.6,access,non submission,cp1404,57.7,62.0,53.9,33.3,55.8,access,attendance,week 5. student absent from multiple classes. email sent to check in; student replied citing family issues. offered flexibility and reminded of support services.,mental health,it,high,27,11,5,2,6,2,3,1.5,1,1,2,8,2,3,10,1,1,10,1,1,6.0,4,2,0,neutral,22,3,-0.2,negative,161,24
459,uganda,binftech,excluded,excluded,4,referencing,enrollment,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,no reply,cp1401,0.0,0.0,0.0,0.0,62.4,no access,concern for welfare,cp1402,0.0,0.0,0.0,0.0,37.3,access,concern for welfare,cp1404,0.0,0.0,0.0,0.0,53.3,access,concern for welfare,,late enrollment,it,high,27,11,8,4,2,3,4,1.5,1,1,3,8,2,2,10,1,2,10,1,3,5.5,3,2,0,neutral,22,3,0.0,neutral,0,0
460,uganda,binftech,sri to jcub,satisfactory,0,essential skills,lecturer,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,phone,cp1401,11.9,73.3,61.8,72.6,65.4,no access,attendance,cp1402,72.7,28.0,81.4,72.1,71.5,access,non submission,cp1404,64.9,93.9,77.9,70.2,70.7,access,concern for welfare,,no issue reported,it,medium,27,11,1,1,5,2,1,1.5,1,2,4,8,2,3,10,1,1,10,1,3,5.5,2,2,0,neutral,22,3,0.0,neutral,0,0
462,vietnam,binftech,loa,academic caution,2,essential skills,lecturer,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,email,cp1401,64.7,85.2,91.7,53.3,64.1,access,non submission,cp1402,63.5,71.2,50.8,58.0,60.9,access,non submission,cp1404,74.2,66.6,69.1,47.2,62.4,no access,attendance,week 7. student disclosed high stress levels and lack of sleep. referred to wellbeing team and reminded of available mental health support.,death in family,it,high,12,11,6,3,5,2,4,1.5,1,1,2,8,1,1,10,1,1,10,2,1,8.0,6,2,0,neutral,22,3,0.0,neutral,139,22
463,vietnam,binftech,return to study,academic caution,1,studiocity,lecturer,not relevant,,l/g:9/10 n:5/10 r:8/10,no,f2f,cp1401,26.9,69.0,69.5,71.0,63.7,no access,attendance,cp1402,78.7,79.4,41.2,58.2,39.7,access,non submission,cp1404,90.0,55.3,48.1,58.8,84.8,access,non submission,week 3. student enrolled late. missing foundational content from weeks 1–2. provided links to recorded lectures and encouraged to attend tutorials for extra support.,poor time management,it,high,12,11,7,3,1,2,4,1.5,1,2,1,8,2,3,10,1,1,10,1,2,4.0,7,2,0,neutral,22,3,0.0,neutral,165,24
465,vietnam,binftech,new,satisfactory,0,studiocity,other,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,yes,email,cp1401,65.2,68.1,69.8,54.3,62.9,access,non submission,cp1402,70.6,79.8,57.3,68.0,54.7,no access,concern for welfare,cp1404,33.6,66.0,73.6,72.0,68.3,access,attendance,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,it,medium,12,11,2,1,1,4,1,1.0,1,1,2,8,1,1,10,2,2,10,1,1,2.0,2,2,0,neutral,22,3,0.0,neutral,131,21
470,bhutan,mpa,new,satisfactory,0,studiocity,student advocate,not relevant,no,l/g:9/10 n:5/10 r:8/10,yes,f2f,co5117,64.8,58.3,78.8,55.9,75.8,access,attendance,co5103,59.6,87.2,38.0,74.7,65.9,access,attendance,co5109,73.5,69.9,73.3,63.4,58.4,access,non submission,,no issue reported,non-it,medium,15,9,2,1,1,1,4,2.0,1,1,1,5,1,3,5,1,3,7,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
